[header]
width=24
height=24
tilewidth=16
tileheight=16

[tilesets]
tileset=tiles.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,
2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,
2,2,2,3,3,4,4,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,3,3,
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,
4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,
4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,
4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,
2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,4,4,4,4,3,3,2,2,2,
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,3,3,3,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,
2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,
2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,
2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,
2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,
2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2

